onset_beat,duration_beat,pitch,id
0.25,0.25,38,n10
0.75,0.25,38,n13
1.25,0.25,38,n16
1.75,0.25,38,n19
0.0,0.25,50,n1
0.25,0.25,50,n11
0.5,0.25,50,n3
0.75,0.25,50,n14
1.0,0.25,50,n5
1.25,0.25,50,n17
1.5,0.25,50,n7
1.75,0.25,50,n20
2.25,0.25,38,n30
2.75,0.25,38,n33
2.0,0.25,50,n21
2.25,0.25,50,n31
2.5,0.25,50,n23
2.75,0.25,50,n34
3.25,0.25,38,n36
3.75,0.25,38,n39
3.0,0.25,50,n25
3.25,0.25,50,n37
3.5,0.25,50,n27
3.75,0.25,50,n40
4.25,0.25,38,n50
4.75,0.25,38,n53
4.0,0.25,50,n41
4.25,0.25,50,n51
4.5,0.25,50,n43
4.75,0.25,50,n54
5.25,0.25,38,n56
5.75,0.25,38,n59
5.0,0.25,50,n45
5.25,0.25,50,n57
5.5,0.25,50,n47
5.75,0.25,50,n60
6.25,0.25,38,n70
6.75,0.25,38,n73
6.0,0.25,50,n61
6.25,0.25,50,n71
6.5,0.25,50,n63
6.75,0.25,50,n74
7.25,0.25,38,n76
7.75,0.25,38,n79
7.0,0.25,50,n65
7.25,0.25,50,n77
7.5,0.25,50,n67
7.75,0.25,50,n80
8.25,0.25,38,n94
8.75,0.25,38,n97
8.0,0.25,48,n81
8.5,0.25,48,n84
8.25,0.25,50,n95
8.75,0.25,50,n98
8.0,0.25,52,n82
8.5,0.25,52,n85
9.25,0.25,38,n100
9.75,0.25,38,n103
9.0,0.25,48,n87
9.5,0.25,48,n90
9.25,0.25,50,n101
9.75,0.25,50,n104
9.0,0.25,52,n88
9.5,0.25,52,n91
10.25,0.25,38,n118
10.75,0.25,38,n121
10.0,0.25,48,n105
10.5,0.25,48,n108
10.25,0.25,50,n119
10.75,0.25,50,n122
10.0,0.25,52,n106
10.5,0.25,52,n109
11.25,0.25,38,n124
11.75,0.25,38,n127
11.0,0.25,48,n111
11.5,0.25,48,n114
11.25,0.25,50,n125
11.75,0.25,50,n128
11.0,0.25,52,n112
11.5,0.25,52,n115
12.25,0.25,38,n138
12.75,0.25,38,n141
12.0,0.25,50,n129
12.25,0.25,50,n139
12.5,0.25,50,n131
12.75,0.25,50,n142
13.25,0.25,38,n144
13.75,0.25,38,n147
13.0,0.25,50,n133
13.25,0.25,50,n145
13.5,0.25,50,n135
13.75,0.25,50,n148
14.25,0.25,38,n158
14.75,0.25,38,n161
14.0,0.25,50,n149
14.25,0.25,50,n159
14.5,0.25,50,n151
14.75,0.25,50,n162
15.25,0.25,38,n164
15.75,0.25,38,n167
15.0,0.25,50,n153
15.25,0.25,50,n165
15.5,0.25,50,n155
15.75,0.25,50,n168
16.25,0.25,38,n182
16.75,0.25,38,n185
16.0,0.25,48,n169
16.5,0.25,48,n172
16.25,0.25,50,n183
16.75,0.25,50,n186
16.0,0.25,52,n170
16.5,0.25,52,n173
17.25,0.25,38,n188
17.75,0.25,38,n191
17.0,0.25,48,n175
17.5,0.25,48,n178
17.25,0.25,50,n189
17.75,0.25,50,n192
17.0,0.25,52,n176
17.5,0.25,52,n179
18.25,0.25,38,n206
18.75,0.25,38,n209
18.0,0.25,48,n193
18.5,0.25,48,n196
18.25,0.25,50,n207
18.75,0.25,50,n210
18.0,0.25,52,n194
18.5,0.25,52,n197
18.0,0.25,55,n195
18.5,0.25,55,n198
19.25,0.25,38,n212
19.75,0.25,38,n215
19.0,0.25,48,n199
19.25,0.25,50,n213
19.5,0.25,50,n202
19.75,0.25,50,n216
19.0,0.25,52,n200
19.75,0.25,52,n204
19.5,0.25,53,n203
19.0,0.25,55,n201
20.25,0.25,38,n226
20.75,0.25,38,n229
20.0,0.25,50,n217
20.25,0.25,50,n227
20.5,0.25,50,n219
20.75,0.25,50,n230
21.25,0.25,38,n232
21.75,0.25,38,n235
21.0,0.25,50,n221
21.25,0.25,50,n233
21.5,0.25,50,n223
21.75,0.25,50,n236
22.25,0.25,38,n246
22.75,0.25,38,n249
22.0,0.25,50,n237
22.25,0.25,50,n247
22.5,0.25,50,n239
22.75,0.25,50,n250
23.25,0.25,38,n252
23.75,0.25,38,n255
23.0,0.25,50,n241
23.25,0.25,50,n253
23.75,0.25,50,n256
23.5,0.25,63,n243
24.25,0.25,38,n266
24.75,0.25,38,n269
24.0,0.25,39,n257
24.5,0.25,50,n259
24.25,0.25,51,n267
24.75,0.25,52,n270
25.25,0.25,38,n272
25.75,0.25,38,n275
25.0,0.25,50,n261
25.5,0.25,50,n263
26.25,0.25,38,n288
26.75,0.25,38,n291
26.0,0.25,48,n277
26.5,0.25,50,n281
26.75,0.25,50,n292
26.0,0.25,51,n278
26.0,0.25,54,n279
27.25,0.25,38,n294
27.75,0.25,38,n297
27.0,0.25,50,n283
27.25,0.25,50,n295
27.5,0.25,50,n285
27.75,0.25,50,n298
28.0,0.25,38,n299
28.25,0.25,38,n308
28.5,0.25,38,n301
28.75,0.25,38,n311
28.25,0.25,50,n309
28.75,0.25,50,n312
29.0,0.25,38,n303
29.25,0.25,38,n314
29.5,0.25,38,n305
29.75,0.25,38,n317
29.25,0.25,50,n315
29.75,0.25,50,n318
30.25,0.25,38,n329
30.75,0.25,38,n332
30.0,0.25,50,n319
30.25,0.25,50,n330
30.5,0.25,50,n321
30.75,0.25,50,n333
31.25,0.25,38,n335
31.75,0.25,38,n338
31.5,0.25,49,n325
31.0,0.25,50,n323
31.25,0.25,50,n336
31.75,0.25,50,n339
31.5,0.25,51,n326
32.25,0.25,38,n353
32.75,0.25,38,n356
32.0,0.25,48,n340
32.5,0.25,48,n343
32.25,0.25,50,n354
32.75,0.25,50,n357
32.0,0.25,52,n341
32.5,0.25,52,n344
33.25,0.25,38,n359
33.75,0.25,38,n362
33.0,0.25,48,n346
33.5,0.25,48,n349
33.25,0.25,50,n360
33.75,0.25,50,n363
33.0,0.25,52,n347
33.5,0.25,52,n350
34.25,0.25,38,n377
34.75,0.25,38,n380
34.0,0.25,48,n364
34.5,0.25,48,n367
34.25,0.25,50,n378
34.75,0.25,50,n381
34.0,0.25,52,n365
34.5,0.25,52,n368
35.25,0.25,38,n383
35.75,0.25,38,n386
35.0,0.25,48,n370
35.5,0.25,48,n373
35.25,0.25,50,n384
35.75,0.25,50,n387
35.0,0.25,52,n371
35.5,0.25,52,n374
36.25,0.25,38,n405
36.75,0.25,38,n408
36.0,0.25,48,n388
36.5,0.25,48,n392
36.25,0.25,50,n406
36.75,0.25,50,n409
36.0,0.25,52,n389
36.5,0.25,52,n393
36.0,0.25,55,n390
36.5,0.25,55,n394
37.25,0.25,38,n411
37.75,0.25,38,n414
37.0,0.25,48,n396
37.5,0.25,48,n400
37.25,0.25,50,n412
37.75,0.25,50,n415
37.0,0.25,52,n397
37.5,0.25,52,n401
37.0,0.25,55,n398
37.5,0.25,55,n402
38.25,0.25,38,n429
38.75,0.25,38,n432
38.0,0.25,48,n416
38.5,0.25,48,n419
38.25,0.25,50,n430
38.75,0.25,50,n433
38.0,0.25,52,n417
38.5,0.25,52,n420
38.0,0.25,55,n418
38.5,0.25,55,n421
39.25,0.25,38,n435
39.75,0.25,38,n438
39.0,0.25,48,n422
39.25,0.25,50,n436
39.5,0.25,50,n425
39.75,0.25,50,n439
39.0,0.25,52,n423
39.75,0.25,52,n427
39.5,0.25,53,n426
39.0,0.25,55,n424
40.25,0.25,38,n449
40.75,0.25,38,n452
40.0,0.25,50,n440
40.25,0.25,50,n450
40.5,0.25,50,n442
40.75,0.25,50,n453
41.25,0.25,38,n455
41.75,0.25,38,n458
41.0,0.25,50,n444
41.25,0.25,50,n456
41.5,0.25,50,n446
41.75,0.25,50,n459
42.25,0.25,38,n469
42.75,0.25,38,n472
42.0,0.25,50,n460
42.25,0.25,50,n470
42.5,0.25,50,n462
42.75,0.25,50,n473
43.25,0.25,38,n475
43.75,0.25,38,n478
43.0,0.25,50,n464
43.25,0.25,50,n476
43.5,0.25,50,n466
43.75,0.25,50,n479
44.25,0.25,38,n489
44.75,0.25,38,n492
44.0,0.25,50,n480
44.25,0.25,50,n490
44.5,0.25,50,n482
44.75,0.25,50,n493
45.25,0.25,38,n495
45.75,0.25,38,n498
45.0,0.25,50,n484
45.25,0.25,50,n496
45.5,0.25,50,n486
45.75,0.25,50,n499
46.25,0.25,38,n509
46.75,0.25,38,n512
46.0,0.25,50,n500
46.25,0.25,50,n510
46.5,0.25,50,n502
46.75,0.25,50,n513
47.25,0.25,38,n515
47.0,0.25,50,n504
47.25,0.25,50,n516
47.5,0.25,50,n506
47.75,0.25,53,n507
48.5,0.25,53,n520
48.0,0.25,57,n518
48.25,0.25,57,n519
48.75,0.25,57,n521
48.0,0.5,58,n526
48.5,0.5,59,n527
49.5,0.5,48,n529
49.0,0.5,49,n528
49.0,0.25,50,n522
49.25,0.25,50,n523
49.5,0.25,50,n524
49.75,0.25,53,n525
50.5,0.25,53,n532
50.0,0.25,57,n530
50.25,0.25,57,n531
50.75,0.25,57,n533
50.0,0.5,59,n538
50.5,0.5,60,n539
51.0,0.5,47,n540
51.0,0.25,50,n534
51.25,0.25,50,n535
51.5,0.25,50,n536
51.75,0.25,53,n537
51.5,0.5,61,n541
52.5,0.5,46,n551
52.5,0.25,53,n544
52.0,0.25,57,n542
52.25,0.25,57,n543
52.75,0.25,57,n545
52.0,0.5,62,n550
53.0,0.5,45,n552
53.0,0.25,50,n546
53.25,0.25,50,n547
53.5,0.25,50,n548
53.75,0.25,53,n549
53.5,0.5,63,n553
54.0,0.5,44,n562
54.5,0.25,53,n556
54.0,0.25,57,n554
54.25,0.25,57,n555
54.75,0.25,57,n557
54.5,0.5,64,n563
55.0,1.0,43,n564
55.0,0.25,50,n558
55.25,0.25,50,n559
55.5,0.25,55,n560
55.75,0.25,58,n561
56.5,0.25,58,n567
56.0,0.25,62,n565
56.25,0.25,62,n566
56.75,0.25,62,n568
56.0,0.5,63,n573
56.5,0.5,64,n574
57.5,0.5,53,n576
57.0,0.5,54,n575
57.0,0.25,55,n569
57.25,0.25,55,n570
57.5,0.25,55,n571
57.75,0.25,58,n572
58.5,0.25,58,n579
58.0,0.25,62,n577
58.25,0.25,62,n578
58.75,0.25,62,n580
58.0,0.5,64,n585
58.5,0.5,65,n586
59.0,0.5,52,n587
59.0,0.25,55,n581
59.25,0.25,55,n582
59.5,0.25,55,n583
59.75,0.25,58,n584
59.5,0.5,66,n588
60.5,0.5,51,n598
60.5,0.25,58,n591
60.0,0.25,62,n589
60.25,0.25,62,n590
60.75,0.25,62,n592
60.0,0.5,67,n597
61.0,0.5,50,n599
61.0,0.25,55,n593
61.25,0.25,55,n594
61.5,0.25,55,n595
61.75,0.25,58,n596
61.5,0.5,68,n600
62.0,0.5,49,n609
62.5,0.25,58,n603
62.0,0.25,62,n601
62.25,0.25,62,n602
62.75,0.25,62,n604
62.5,0.5,69,n610
63.0,1.0,48,n611
63.0,0.25,55,n605
63.25,0.25,55,n606
63.5,0.25,55,n607
63.75,0.25,56,n608
64.5,0.5,43,n622
64.0,0.25,57,n613
64.5,0.25,57,n615
64.0,0.0,58,n612
64.75,0.25,58,n616
64.0,0.5,63,n621
65.5,0.5,37,n624
65.25,0.25,58,n618
65.0,0.25,59,n617
65.5,0.25,59,n619
65.75,0.25,60,n620
65.0,0.5,69,n623
66.5,0.5,43,n635
66.25,0.25,60,n627
66.0,0.25,61,n626
66.5,0.25,61,n628
66.0,0.0,62,n625
66.75,0.25,62,n629
66.0,0.5,64,n634
67.5,0.5,37,n637
67.0,0.25,63,n630
67.25,0.25,64,n631
67.5,0.25,65,n632
67.75,0.25,66,n633
67.0,0.5,69,n636
68.75,0.25,65,n641
68.25,0.25,66,n639
68.5,0.25,66,n640
68.0,0.25,67,n638
68.0,0.5,68,n646
68.5,0.75,68,n649
68.0,0.5,72,n648
68.5,0.75,76,n650
68.5,0.75,80,n651
69.75,0.25,63,n645
69.25,0.25,64,n643
69.5,0.25,64,n644
69.0,0.25,65,n642
69.25,0.25,68,n655
69.5,0.5,74,n659
69.25,0.25,75,n656
69.5,0.5,78,n660
69.25,0.25,79,n657
70.75,0.25,61,n664
70.25,0.25,62,n662
70.5,0.25,62,n663
70.0,0.25,63,n661
70.0,0.5,68,n669
70.5,0.5,68,n672
70.5,0.5,70,n673
70.0,0.5,72,n670
70.5,0.5,76,n674
70.0,0.5,80,n671
71.5,0.25,58,n667
71.75,0.25,59,n668
71.25,0.25,60,n666
71.0,0.25,61,n665
71.0,0.5,68,n675
71.5,0.5,68,n678
71.0,0.5,70,n676
71.5,0.5,70,n679
71.5,0.5,74,n680
71.0,0.5,75,n677
72.5,0.5,46,n691
72.25,0.25,59,n683
72.0,0.25,60,n682
72.5,0.25,60,n684
72.0,0.0,61,n681
72.75,0.25,61,n685
72.0,0.5,66,n690
73.5,0.5,40,n693
73.25,0.25,61,n687
73.0,0.25,62,n686
73.5,0.25,62,n688
73.75,0.25,63,n689
73.0,0.5,72,n692
74.5,0.5,46,n704
74.25,0.25,63,n696
74.0,0.25,64,n695
74.5,0.25,64,n697
74.0,0.0,65,n694
74.75,0.25,65,n698
74.0,0.5,67,n703
75.5,0.5,40,n706
75.0,0.25,66,n699
75.25,0.25,67,n700
75.5,0.25,68,n701
75.75,0.25,69,n702
75.0,0.5,72,n705
76.75,0.25,68,n710
76.25,0.25,69,n708
76.5,0.25,69,n709
76.0,0.25,70,n707
76.5,0.75,71,n718
76.0,0.5,75,n717
76.5,0.75,79,n719
76.5,0.75,83,n720
77.75,0.25,66,n714
77.25,0.25,67,n712
77.5,0.25,67,n713
77.0,0.25,68,n711
77.25,0.25,71,n724
77.5,0.5,71,n727
77.5,0.5,77,n728
77.25,0.25,78,n725
77.5,0.5,81,n729
77.25,0.25,82,n726
78.75,0.25,64,n733
78.25,0.25,65,n731
78.5,0.25,65,n732
78.0,0.25,66,n730
78.0,0.5,71,n739
78.5,0.5,71,n742
78.5,0.5,73,n743
78.0,0.5,75,n740
78.5,0.5,79,n744
78.0,0.5,83,n741
79.5,0.25,55,n737
79.75,0.25,58,n738
79.5,0.5,62,n736
79.25,0.25,63,n735
79.0,0.25,64,n734
79.5,0.5,70,n748
79.0,0.5,71,n745
79.0,0.5,73,n746
79.0,0.5,78,n747
79.5,0.5,79,n750
80.5,0.5,54,n762
80.0,0.5,55,n760
80.5,0.25,58,n752
80.0,0.25,62,n758
80.25,0.25,62,n759
80.75,0.25,62,n753
80.0,0.5,63,n761
80.5,0.5,64,n763
81.5,0.5,41,n766
81.0,0.5,42,n764
81.5,0.5,53,n767
81.0,0.5,54,n765
81.0,0.25,55,n754
81.25,0.25,55,n755
81.5,0.25,55,n756
81.75,0.25,58,n757
82.5,0.5,53,n778
82.0,0.5,54,n776
82.5,0.25,58,n770
82.0,0.25,62,n768
82.25,0.25,62,n769
82.75,0.25,62,n771
82.0,0.5,64,n777
82.5,0.5,65,n779
83.0,0.5,40,n780
83.0,0.5,52,n781
83.0,0.25,55,n772
83.25,0.25,55,n773
83.5,0.25,55,n774
83.75,0.25,58,n775
83.5,0.5,60,n782
83.5,0.5,63,n783
83.5,0.5,66,n784
84.5,0.5,39,n796
84.5,0.5,51,n797
84.0,0.5,57,n793
84.5,0.25,58,n787
84.0,0.25,62,n785
84.25,0.25,62,n786
84.75,0.25,62,n788
84.0,0.5,63,n794
84.0,0.5,67,n795
85.0,0.5,38,n798
85.0,0.5,50,n799
85.0,0.25,55,n789
85.25,0.25,55,n790
85.5,0.25,55,n791
85.75,0.25,58,n792
85.5,0.5,60,n800
85.5,0.5,68,n802
86.0,0.5,37,n811
86.0,0.5,49,n812
86.5,0.25,58,n805
86.5,0.5,61,n813
86.0,0.25,62,n803
86.25,0.25,62,n804
86.75,0.25,62,n806
86.5,0.5,69,n815
87.0,1.0,36,n816
87.0,1.0,48,n817
87.0,0.25,55,n807
87.25,0.25,55,n808
87.5,0.25,60,n809
87.75,0.25,63,n810
88.5,0.5,59,n828
88.0,0.5,60,n826
88.5,0.25,63,n820
88.0,0.25,67,n818
88.25,0.25,67,n819
88.75,0.25,67,n821
88.0,0.5,68,n827
88.5,0.5,69,n829
89.5,0.5,46,n832
89.0,0.5,47,n830
89.5,0.5,58,n833
89.0,0.5,59,n831
89.0,0.25,60,n822
89.25,0.25,60,n823
89.5,0.25,60,n824
89.75,0.25,63,n825
90.5,0.5,58,n844
90.0,0.5,59,n842
90.5,0.25,63,n836
90.0,0.25,67,n834
90.25,0.25,67,n835
90.75,0.25,67,n837
90.0,0.5,69,n843
90.5,0.5,70,n845
91.0,0.5,45,n846
91.0,0.5,57,n847
91.0,0.25,60,n838
91.25,0.25,60,n839
91.5,0.25,60,n840
91.75,0.25,63,n841
91.5,0.5,65,n848
91.5,0.5,68,n849
91.5,0.5,71,n850
92.5,0.5,44,n862
92.5,0.5,56,n863
92.0,0.5,62,n859
92.5,0.25,63,n853
92.0,0.25,67,n851
92.25,0.25,67,n852
92.75,0.25,67,n854
92.0,0.5,68,n860
92.0,0.5,72,n861
93.0,0.5,43,n864
93.0,0.5,55,n865
93.0,0.25,60,n855
93.25,0.25,60,n856
93.5,0.25,60,n857
93.75,0.25,63,n858
93.5,0.5,73,n868
94.0,0.5,42,n877
94.0,0.5,54,n878
94.5,0.25,63,n871
94.5,0.5,66,n879
94.0,0.25,67,n869
94.25,0.25,67,n870
94.75,0.25,67,n872
94.5,0.5,74,n881
95.0,0.5,41,n882
95.0,0.5,53,n883
95.5,0.25,58,n885
95.0,0.25,60,n873
95.25,0.25,60,n874
95.75,0.25,62,n886
95.5,0.5,66,n884
95.5,0.25,67,n875
95.75,0.25,70,n876
96.0,0.25,52,n895
96.0,0.25,57,n896
96.25,0.25,58,n897
96.5,0.25,58,n898
96.75,0.25,62,n899
96.5,0.5,65,n905
96.5,0.25,70,n889
96.0,0.25,74,n887
96.25,0.25,74,n888
96.75,0.25,74,n890
97.0,0.25,52,n900
97.0,0.25,57,n901
97.25,0.25,58,n902
97.5,0.25,58,n903
97.75,0.25,62,n904
97.5,0.5,64,n906
97.0,0.25,67,n891
97.25,0.25,67,n892
97.5,0.25,67,n893
97.75,0.25,70,n894
98.0,0.25,52,n914
98.0,0.25,57,n915
98.25,0.25,58,n916
98.5,0.25,58,n917
98.75,0.25,62,n918
98.5,0.5,63,n924
98.0,0.25,74,n907
98.25,0.25,74,n908
98.5,0.5,79,n909
99.0,0.25,52,n919
99.5,0.5,55,n925
99.0,0.25,57,n920
99.25,0.25,58,n921
99.5,0.25,59,n922
99.75,0.25,60,n923
99.0,0.25,73,n910
99.75,0.25,80,n913
99.25,0.25,81,n911
99.5,0.25,81,n912
100.0,0.5,52,n956
100.5,0.5,55,n957
100.0,0.25,60,n948
100.25,0.25,61,n949
100.5,0.25,61,n950
100.75,0.25,78,n933
100.25,0.25,79,n927
100.5,0.25,79,n930
100.0,0.25,80,n926
100.25,0.25,86,n929
100.5,0.25,86,n932
100.75,0.25,86,n935
101.0,0.5,52,n958
101.5,0.5,55,n959
101.0,0.25,62,n952
101.25,0.25,63,n953
101.5,0.25,63,n954
101.75,0.25,64,n955
101.25,0.25,77,n939
101.5,0.25,77,n942
101.75,0.25,79,n946
101.0,0.25,86,n938
101.25,0.25,86,n941
101.5,0.25,86,n944
101.75,0.25,86,n947
102.0,0.5,52,n977
102.0,0.25,64,n970
102.25,0.25,65,n971
102.5,0.25,65,n972
102.75,0.25,66,n973
102.25,0.25,75,n961
102.0,0.25,86,n960
102.5,0.25,93,n962
102.75,0.25,94,n963
103.5,0.25,60,n980
103.0,0.25,66,n974
103.25,0.25,67,n975
103.5,0.5,68,n976
103.5,0.25,69,n968
103.75,0.25,72,n969
103.25,0.25,75,n966
103.0,0.25,86,n964
103.25,0.25,87,n967
103.0,0.25,98,n965
104.0,0.25,54,n990
104.0,0.25,59,n991
104.25,0.25,60,n992
104.5,0.25,60,n993
104.75,0.25,64,n994
104.5,0.5,67,n1000
104.5,0.25,72,n984
104.0,0.25,76,n982
104.25,0.25,76,n983
104.75,0.25,76,n985
105.0,0.25,54,n995
105.0,0.25,59,n996
105.25,0.25,60,n997
105.5,0.25,60,n998
105.75,0.25,64,n999
105.5,0.5,66,n1001
105.0,0.25,69,n986
105.25,0.25,69,n987
105.5,0.25,69,n988
105.75,0.25,72,n989
106.0,0.25,54,n1009
106.0,0.25,59,n1010
106.25,0.25,60,n1011
106.5,0.25,60,n1012
106.75,0.25,64,n1013
106.5,0.5,65,n1019
106.0,0.25,76,n1002
106.25,0.25,76,n1003
106.5,0.5,81,n1004
107.0,0.25,54,n1014
107.5,0.5,57,n1020
107.0,0.25,59,n1015
107.25,0.25,60,n1016
107.5,0.25,61,n1017
107.75,0.25,62,n1018
107.0,0.25,75,n1005
107.75,0.25,82,n1008
107.25,0.25,83,n1006
107.5,0.25,83,n1007
108.0,0.5,54,n1051
108.5,0.5,57,n1052
108.0,0.25,62,n1043
108.25,0.25,63,n1044
108.5,0.25,63,n1045
108.75,0.25,64,n1046
108.75,0.25,80,n1028
108.25,0.25,81,n1022
108.5,0.25,81,n1025
108.0,0.25,82,n1021
108.75,0.25,83,n1029
108.25,0.25,84,n1023
108.5,0.25,84,n1026
108.25,0.25,88,n1024
108.5,0.25,88,n1027
108.75,0.25,88,n1030
109.0,0.5,54,n1053
109.5,0.5,57,n1054
109.0,0.25,64,n1047
109.25,0.25,65,n1048
109.5,0.25,65,n1049
109.75,0.25,66,n1050
109.25,0.25,79,n1034
109.5,0.25,79,n1037
109.75,0.25,81,n1041
109.0,0.25,88,n1033
109.25,0.25,88,n1036
109.5,0.25,88,n1039
109.75,0.25,88,n1042
110.0,0.5,54,n1071
110.0,0.25,66,n1065
110.25,0.25,67,n1066
110.5,0.25,67,n1067
110.75,0.25,68,n1068
110.25,0.25,77,n1056
110.0,0.25,88,n1055
110.5,0.25,95,n1057
110.75,0.25,96,n1058
111.5,0.25,50,n1063
111.75,0.25,52,n1064
111.0,0.5,60,n1073
111.0,0.25,68,n1069
111.25,0.25,69,n1070
111.25,0.25,77,n1061
111.0,0.25,88,n1059
111.25,0.25,89,n1062
111.0,0.25,100,n1060
112.5,0.25,33,n1088
112.25,0.25,38,n1087
112.0,0.25,50,n1086
112.0,0.25,53,n1074
112.25,0.25,54,n1075
112.5,0.25,54,n1077
112.75,0.25,55,n1078
112.25,0.25,57,n1076
112.75,0.25,58,n1079
113.5,0.25,33,n1092
113.25,0.25,38,n1091
